IdeAgenteAcessante,NumCNPJAgenteAcessante,NomAgenteAcessante
1534,0,TRÊS LAGOAS (ANTIGA LUIZ CARLOS PRESTES)
1535,0,TRÊS MARIAS
1536,0,TRÊS SALTOS
1537,0,TUBARÃO P&D
1538,0,TUBARÃO P&D 2
1539,0,TUCUNARÉ (ANTIGA - PONTA NEGRA)
1540,0,TUDELÂNDIA
1541,0,TUPITINGA
1542,0,TURVINHO
1543,0,TÚLIO CORDEIRO DE MELLO (ANTIGA GRANADA)
1544,0,UBERABA 2
1545,0,UBERLÂNDIA
1546,0,UBIRAJARA MACHADO DE MORAES
1547,0,UF PLAZA
1548,0,UFA
1549,0,UFL
1550,0,UJU
1551,0,UJU BIO
1552,0,UNAÍ BAIXO
1553,0,UNIDADE DE BIOENERGIA COSTA RICA
1554,0,UNIVALEM BIOENERGIA
1555,0,UNIVEL
1556,0,UNIÃO
1557,0,URUCUIA 2
1558,0,URUCUIA 3
1559,0,URUCUIA 4
1560,0,URUCUIA 5
1561,0,USACIGA
1562,0,USAÇÚCAR - TERRA RICA
1563,0,USF-BERNARDO ALIMENTOS
1564,0,USI (ANTIGA UNIDADE SANTO INÁCIO - USI)
1565,0,USI BIO
1566,0,USIFUNDI
1567,0,USINA DA PEDRA
1568,0,USINA DA SERRA
1569,0,USINA HENRIQUE I
1570,0,USINIL INDUSTRIA METALURGICA
1571,0,UT UGPU ITABIRITO
1572,0,UVAIA
1573,0,VALE DO PARANÁ
1574,0,VALE DO PONTAL (ANTIGA CABRERA)
1575,0,VALE DO PONTAL 2
1576,0,VALE DO ROSÁRIO
1577,0,VALE DO TIJUCO
1578,0,VALE DO TIJUCO II
1579,0,VALINHO
1580,0,VALORGAS CATANDUVA
1581,0,VARGINHA
1582,0,VAZANTE 1
1583,0,VAZANTE 2
1584,0,VAZANTE 3
1585,0,VELHA
1586,0,VENOSAN
1587,0,VENTO ARAGANO I
1588,0,VENTO MERIDIONAL OESTE I
1589,0,VENTOS DA BAHIA II
1590,0,VENTOS DA BAHIA IV
1591,0,VENTOS DA BAHIA VIII
1592,0,VEOLIA BIGUAÇU
1593,0,VERDE 4
1594,0,VERDE 4A
1595,0,VERDE 8
1596,0,VERDE VALE III
1597,0,VERTENTE
1598,0,VETORIAL
1599,0,VICTOR BAPTISTA ADAMI (ANTIGA PASSOS MAIA)
1600,0,VIENA
1601,0,VILA GALUPO
1602,0,VIRALCOOL
1603,0,VIRALCOOL 2
1604,0,VIRALCOOL CASTILHO
1605,0,VIRALCOOL CASTILHO 2
1606,0,VISTA ALEGRE
1607,0,VISTA ALEGRE I (ANTIGA ENERGÉTICA VISTA ALEGRE)
1608,0,VISTA ALEGRE II
1609,0,VITORINO
1610,0,VITÓRIA
1611,0,VIÇOSA (ANTIGA BICAME)
1612,0,VOLTA GRANDE
1613,0,VÁRZEA ALEGRE
1614,0,WASSER KRAFT
1615,0,WD
1616,0,WIGGERS
1617,0,WILLIAM ARJONA
1618,0,WILLY FALLER
1619,0,X3 RECICLAGENS
1620,0,XANGRI-LÁ
1621,0,XAVANTE
1622,0,XAVANTES ARUANÃ
1623,0,XAVANTINA
1624,0,XICÃO
1625,0,YPÊ
1626,0,ZANIN
1627,0,ZECA GOLIN (ANTIGA FAZENDA DO SALTO)
1628,0,ZÉ TUNIN
1629,0,ÁGUA BONITA
1630,0,ÁGUA BRAVA
1631,0,ÁGUA CLARA
1632,0,ÁGUA DOCE
1633,0,ÁGUA LIMPA
1634,0,ÁGUA PRATA
1635,0,ÁGUA VERMELHA IV
1636,0,ÁGUA VERMELHA V
1637,0,ÁGUA VERMELHA VI
1638,0,ÁGUA VERMELHA VII
1639,0,ÁGUAS DA SERRA
1640,0,ÂMBAR
1641,0,ÂNGELO CASSOL
1642,0,ÍNDIO CONDÁ
