mercado_id,NomTipoMercado,DscModalidadeTarifaria,DscSubGrupoTarifario,DscClasseConsumoMercado,DscSubClasseConsumidor,DscDetalheConsumidor,DscPostoTarifario,DscOpcaoEnergia,DscDetalheMercado
10902,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
10903,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
10904,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
10905,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
10906,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
10907,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
10908,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
10909,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
10910,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
10911,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
10912,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia compensada (kWh)
10913,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Energia compensada (kWh)
10914,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Energia compensada (kWh)
10915,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia compensada (kWh)
10916,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia compensada (kWh)
10917,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia debitada do SCEE (kWh)
10918,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Energia debitada do SCEE (kWh)
10919,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Energia debitada do SCEE (kWh)
10920,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia debitada do SCEE (kWh)
10921,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia debitada do SCEE (kWh)
10922,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
10923,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
10924,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
10925,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
10926,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
10927,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
10928,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
10929,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
10930,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
10931,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
10932,Sistema de Compensação GD II - Refaturamento,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Receita energia compensada (R$)
10933,Sistema de Compensação GD II - Refaturamento,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita energia compensada (R$)
10934,Sistema de Compensação GD II - Refaturamento,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Receita energia compensada (R$)
10935,Sistema de Compensação GD II - Refaturamento,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita energia compensada (R$)
10936,Sistema de Compensação GD II - Refaturamento,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita energia compensada (R$)
10937,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10938,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10939,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10940,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10941,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10942,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10943,Sistema de Compensação GD II - Refaturamento,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10944,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10945,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10946,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,COFINS (R$)
10947,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10948,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,COFINS (R$)
10949,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10950,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10951,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10952,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10953,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10954,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
10955,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TE %
10956,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto Energia TE %
10957,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TE %
10958,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TUSD %
10959,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto Energia TUSD %
10960,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TUSD %
10961,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10962,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10963,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10964,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10965,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10966,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Desconto de energia compensada %
10967,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10968,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10969,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10970,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10971,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto de energia compensada %
10972,Sistema de Compensação GD II - Refaturamento,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10973,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,Desconto de energia compensada %
10974,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10975,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto de energia compensada %
10976,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10977,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10978,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10979,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10980,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Desconto de energia compensada %
10981,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10982,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10983,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10984,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10985,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10986,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10987,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10988,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Energia Consumida (kWh)
10989,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Energia Consumida (kWh)
10990,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10991,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10992,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,Energia Consumida (kWh)
10993,Sistema de Compensação GD II - Refaturamento,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10994,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10995,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10996,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Energia Consumida (kWh)
10997,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10998,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
10999,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
11000,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia Consumida (kWh)
11001,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Injetada (kWh)
11002,Sistema de Compensação GD II - Refaturamento,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Injetada (kWh)
11003,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Energia Injetada (kWh)
11004,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Injetada (kWh)
11005,Sistema de Compensação GD II - Refaturamento,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Energia Injetada (kWh)
11006,Sistema de Compensação GD II - Refaturamento,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia Injetada (kWh)
