mercado_id,NomTipoMercado,DscModalidadeTarifaria,DscSubGrupoTarifario,DscClasseConsumoMercado,DscSubClasseConsumidor,DscDetalheConsumidor,DscPostoTarifario,DscOpcaoEnergia,DscDetalheMercado
1289,Refaturamento - Regular,Convencional,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1290,Refaturamento - Regular,Convencional,B2,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas,Não se aplica,CATIVO,Receita Energia (R$)
1291,Refaturamento - Regular,Convencional,B2,Rural,Serviço público de irrigação rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Receita Energia (R$)
1292,Refaturamento - Regular,Convencional,B2,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1293,Refaturamento - Regular,Convencional,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1294,Refaturamento - Regular,Convencional,A3a,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1295,Refaturamento - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1296,Refaturamento - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1297,Refaturamento - Regular,Convencional,B2,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1298,Refaturamento - Regular,Convencional,A4,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1299,Refaturamento - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1300,Refaturamento - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1301,Refaturamento - Regular,Convencional,B2,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
1302,Refaturamento - Regular,Convencional,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Ultrapassagem Demanda (R$)
1303,Refaturamento - Regular,Convencional,A4,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Ultrapassagem Demanda (R$)
1304,Refaturamento - Regular,Convencional,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Ultrapassagem Demanda (kW)
1305,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1306,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1307,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Demanda Faturada (kW)
1308,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1309,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1310,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Demanda Faturada (kW)
1311,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1312,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Demanda Faturada (kW)
1313,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Desconto Demanda %
1314,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Desconto Demanda %
1315,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Desconto Energia TUSD %
1316,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Energia TUSD (kWh)
1317,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1318,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1319,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Receita Demanda (R$)
1320,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1321,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1322,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Receita Demanda (R$)
1323,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1324,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Receita Demanda (R$)
1325,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Receita Energia (R$)
1326,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Receita Ultrapassagem Demanda (R$)
1327,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Receita Ultrapassagem Demanda (R$)
1328,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,DISTRIBUIÇÃO,Receita Ultrapassagem Demanda (R$)
1329,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Receita Ultrapassagem Demanda (R$)
1330,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Fora ponta,DISTRIBUIÇÃO,Ultrapassagem Demanda (kW)
1331,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Ultrapassagem Demanda (kW)
1332,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Fora ponta,DISTRIBUIÇÃO,Ultrapassagem Demanda (kW)
1333,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Fora ponta,SUPRIMENTO,Ultrapassagem Demanda (kW)
1334,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Desconto Energia TE %
1335,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Desconto Energia TE %
1336,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Energia TE (kWh)
1337,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Energia TE (kWh)
1338,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Energia TUSD (kWh)
1339,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Energia TUSD (kWh)
1340,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Energia TUSD (kWh)
1341,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Energia TUSD (kWh)
1342,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,ICMS (R$)
1343,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,ICMS (R$)
1344,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Número de Consumidores
1345,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Número de Consumidores
1346,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Número de Consumidores
1347,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Número de Consumidores
1348,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Número de Consumidores
1349,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Número de Consumidores
1350,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,DISTRIBUIÇÃO,Número de Consumidores
1351,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Número de Consumidores
1352,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,PIS/COFINS (R$)
1353,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,PIS/COFINS (R$)
1354,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,PIS/COFINS (R$)
1355,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,PIS/COFINS (R$)
1356,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,DISTRIBUIÇÃO,PIS/COFINS (R$)
1357,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,PIS/COFINS (R$)
1358,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,PIS/COFINS (R$)
1359,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,PROINFA (kWh)
1360,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Receita Energia (R$)
1361,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Receita Energia (R$)
1362,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Receita Energia (R$)
1363,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Receita Energia (R$)
1364,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,DISTRIBUIÇÃO,Receita Energia (R$)
1365,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Não se aplica,SUPRIMENTO,Receita Energia (R$)
1366,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Não se aplica,DISTRIBUIÇÃO,Receita Energia (R$)
1367,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1368,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Demanda Faturada (kW)
1369,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1370,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1371,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1372,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Demanda Faturada (kW)
1373,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Demanda Faturada (kW)
1374,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Demanda Faturada (kW)
1375,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Desconto Demanda %
1376,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Desconto Demanda %
1377,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Desconto Energia TUSD %
1378,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Energia TUSD (kWh)
1379,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1380,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Demanda (R$)
1381,Refaturamento - Regular,Distribuição,A3a,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1382,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1383,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1384,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Demanda (R$)
1385,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Receita Demanda (R$)
1386,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Demanda (R$)
1387,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Energia (R$)
1388,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Receita Ultrapassagem Demanda (R$)
1389,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Ultrapassagem Demanda (R$)
1390,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,DISTRIBUIÇÃO,Receita Ultrapassagem Demanda (R$)
1391,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Ultrapassagem Demanda (R$)
1392,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Receita Ultrapassagem Demanda (R$)
1393,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,Não se aplica,Ponta,DISTRIBUIÇÃO,Ultrapassagem Demanda (kW)
1394,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Ultrapassagem Demanda (kW)
1395,Refaturamento - Regular,Distribuição,A4,Não se aplica,Não se aplica,<500,Ponta,DISTRIBUIÇÃO,Ultrapassagem Demanda (kW)
1396,Refaturamento - Regular,Distribuição,A2,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Ultrapassagem Demanda (kW)
1397,Refaturamento - Regular,Distribuição,A3,Não se aplica,Não se aplica,<500,Ponta,SUPRIMENTO,Ultrapassagem Demanda (kW)
1398,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Contratada kW
1399,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Contratada kW
1400,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Contratada kW
1401,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1402,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1403,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1404,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1405,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1406,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 01,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1407,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1408,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1409,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 02,Não se aplica,GERAÇÃO,Demanda Faturada (kW)
1410,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Desconto Demanda %
1411,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Desconto Demanda %
1412,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Desconto Demanda %
1413,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Desconto Demanda %
1414,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Desconto Demanda %
1415,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Desconto Demanda %
1416,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Desconto Demanda %
1417,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 01,Não se aplica,GERAÇÃO,Desconto Demanda %
1418,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,ICMS (R$)
1419,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,ICMS (R$)
1420,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 01,Não se aplica,GERAÇÃO,ICMS (R$)
1421,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,ICMS (R$)
1422,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,ICMS (R$)
1423,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,ICMS (R$)
1424,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 02,Não se aplica,GERAÇÃO,ICMS (R$)
1425,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,ICMS (R$)
1426,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,ICMS (R$)
1427,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Número de Consumidores
1428,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 02,Não se aplica,GERAÇÃO,Número de Consumidores
1429,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Número de Consumidores
1430,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Número de Consumidores
1431,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Número de Consumidores
1432,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Número de Consumidores
1433,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Número de Consumidores
1434,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 01,Não se aplica,GERAÇÃO,Número de Consumidores
1435,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Número de Consumidores
1436,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1437,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1438,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1439,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 02,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1440,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1441,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1442,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1443,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1444,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 01,Não se aplica,GERAÇÃO,PIS/COFINS (R$)
1445,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1446,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1447,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1448,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1449,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1450,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1451,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1452,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 02,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1453,Refaturamento - Regular,Geração,B,Não se aplica,Não se aplica,TIPO 01,Não se aplica,GERAÇÃO,Receita Demanda (R$)
1454,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Ultrapassagem Demanda (R$)
1455,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Ultrapassagem Demanda (R$)
1456,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Ultrapassagem Demanda (R$)
1457,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Receita Ultrapassagem Demanda (R$)
1458,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Dupla contratação,Não se aplica,GERAÇÃO,Receita Ultrapassagem Demanda (R$)
1459,Refaturamento - Regular,Geração,A3,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Ultrapassagem Demanda (kW)
1460,Refaturamento - Regular,Geração,A4,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Ultrapassagem Demanda (kW)
1461,Refaturamento - Regular,Geração,A3a,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Ultrapassagem Demanda (kW)
1462,Refaturamento - Regular,Geração,A2,Não se aplica,Não se aplica,Não se aplica,Não se aplica,GERAÇÃO,Ultrapassagem Demanda (kW)
1463,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
1464,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
1465,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
1466,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
1467,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
1468,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
1469,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
1470,Refaturamento - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
1471,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Desconto Energia TE %
1472,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
1473,Refaturamento - Regular,Verde,A4,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Desconto Energia TE %
1474,Refaturamento - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
1475,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
1476,Refaturamento - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
1477,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
1478,Refaturamento - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
1479,Refaturamento - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
1480,Refaturamento - Regular,Verde,A3a,Rural,Cooperativa de eletrificação rural,Cooperativas autorizadas PR,Fora ponta,CATIVO,Desconto Energia TUSD %
1481,Refaturamento - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
